,accountability,category,district,enrollment,name,turnover_rate,type
1381,83,Elementary SchoolPK–4,West Bend,407,Decorah Elementary,10.1%,
1382,71,High School9–12,West Bend,"1,114",East High,5.8%,
1383,88,Elementary SchoolPK–4,West Bend,402,Fair Park Elementary,7.0%,
1384,70,Elementary SchoolPK–4,West Bend,428,Green Tree Elementary,11.2%,
1385,83,Elementary SchoolPK–4,West Bend,379,Jackson Elementary,5.3%,
1386,91,Elementary SchoolPK–4,West Bend,536,McLane Elementary,8.2%,
1387,67,High School7–12,West Bend,46,Pathways,43.5%,Charter
1388,82,Elementary School5–6,West Bend,938,Silverbrook Intermediate,5.1%,
1389,-,Elementary/Secondary School6–12,West Bend,1,Washington Street School,-,Alternative
1390,86,Elementary SchoolK4–5,West De Pere,891,Hemlock Creek Elementary,6.1%,
1391,-,High School7–12,West De Pere,28,Phantom Knight School of Opportunity,28.6%,Charter
1392,71,High School9–12,West De Pere,872,West De Pere High,3.1%,
1393,75,Middle School6–8,West De Pere,720,West De Pere Middle,5.3%,
1394,80,Elementary SchoolK4–5,West Salem,878,West Salem Elementary,2.9%,
1395,76,High School9–12,West Salem,543,West Salem High,5.0%,
1396,83,Elementary SchoolK4–4,Westby Area,117,Coon Valley Elementary,7.1%,
1397,74,Elementary SchoolK4–4,Westby Area,339,Westby Elementary,6.1%,
1398,83,High School9–12,Westby Area,359,Westby High,6.4%,
1399,80,Elementary SchoolK4–6,Westfield,118,Coloma Elementary,26.4%,
1400,74,Elementary SchoolK4–6,Westfield,127,Oxford Elementary,9.9%,
1401,64,High School9–12,Westfield,318,Westfield Area High,11.9%,
1402,69,Middle School7–8,Westfield,139,Westfield Area Middle,10.8%,
1403,64,Elementary SchoolK4–5,Weston,144,Weston Elementary,11.6%,
1404,60,High School9–12,Weston,84,Weston High,5.9%,
1405,92,Elementary SchoolK4–5,Weyauwega-Fremont,128,Fremont Elementary,12.7%,
1406,-,High School6–12,Weyauwega-Fremont,1,Waupaca County Charter,-,Charter
1407,64,Elementary SchoolK5–5,Weyauwega-Fremont,250,Weyauwega Elementary,10.8%,
1408,61,High School9–12,Weyauwega-Fremont,256,Weyauwega High,7.0%,
1409,74,Elementary SchoolK4–6,White Lake,82,White Lake Elementary,14.3%,
1410,91,Elementary SchoolK4–5,Whitefish Bay,729,Cumberland Elementary,8.1%,
1411,91,Elementary SchoolK4–5,Whitefish Bay,668,Richards Elementary,5.0%,
1412,90,High School9–12,Whitefish Bay,924,Whitefish Bay High,5.3%,
1413,67,Elementary SchoolK4–6,Whitehall,448,Whitehall Memorial Elementary,6.3%,
1414,-,Elementary/Secondary SchoolK4–12,Whitewater Unified,51,JEDI Virtual K-12 - Jefferson and Eastern Dane County Interactive,84.3%,"Charter
Alternative
Virtual"
1415,90,Elementary SchoolK4–5,Whitewater Unified,188,Lakeview Elementary,8.9%,
1416,79,Elementary SchoolK4–5,Whitewater Unified,373,Lincoln Elementary,7.8%,
1417,92,Elementary SchoolK4–5,Whitewater Unified,331,Washington Elementary,8.6%,
1418,67,High School9–12,Whitewater Unified,568,Whitewater High,6.3%,
1419,85,Elementary SchoolPK–5,Whitnall,434,Edgerton Elementary,5.8%,
1420,84,Elementary SchoolPK–5,Whitnall,563,Hales Corners Elementary,11.3%,
1421,74,High School9–12,Whitnall,824,Whitnall High,4.5%,
1422,-,Elementary SchoolK4–5,Wild Rose,48,Pleasant View Elementary,14.3%,
1423,91,Elementary SchoolK4–5,Wild Rose,195,Wild Rose Elementary,15.8%,
1424,71,Elementary SchoolK4–5,Williams Bay,349,Williams Bay Elementary,8.9%,
1425,85,High School9–12,Williams Bay,180,Williams Bay High,10.6%,
1426,87,Elementary SchoolK4–5,Winneconne Community,725,Winneconne Elementary,3.6%,
1427,77,High School9–12,Winneconne Community,485,Winneconne High,4.1%,
1428,72,Elementary SchoolK4–5,Winter,129,Winter Elementary,10.8%,
1429,-,High School9–12,Winter,70,Winter High,5.7%,
1430,86,Elementary SchoolK4–5,Wisconsin Dells,213,Lake Delton Elementary,19.9%,
1431,58,Elementary SchoolK5–5,Wisconsin Dells,100,Neenah Creek Elementary,23.0%,
1432,48,Elementary SchoolK4–5,Wisconsin Dells,557,Spring Hill Elementary,10.2%,
1433,78,Middle School6–8,Wisconsin Dells,394,Spring Hill Middle,7.6%,
1434,-,Elementary SchoolK4–2,Wisconsin Heights,220,Black Earth Elementary,7.3%,
1435,74,Elementary School3–5,Wisconsin Heights,158,Mazomanie Elementary,5.7%,
1436,75,High School9–12,Wisconsin Heights,229,Wisconsin Heights High,3.9%,
1437,64,Junior High School8–9,Wisconsin Rapids,693,East Junior High,5.1%,
1438,76,Elementary SchoolK4–5,Wisconsin Rapids,333,Grant Elementary,9.8%,
1439,71,Elementary SchoolK4–5,Wisconsin Rapids,276,Grove Elementary,8.0%,
1440,73,Elementary SchoolK5–5,Wisconsin Rapids,340,Howe Elementary,14.7%,
1441,67,High School10–12,Wisconsin Rapids,"1,146",Lincoln High,10.5%,
1442,65,Elementary SchoolK4–5,Wisconsin Rapids,402,Mead Elementary Charter School,20.5%,Charter
1443,-,High School9–12,Wisconsin Rapids,78,River Cities High,33.3%,Alternative
1444,79,Elementary SchoolK4–5,Wisconsin Rapids,161,THINK Academy-Together Helping INspire Kids,5.6%,
1445,83,Elementary SchoolK4–5,Wisconsin Rapids,87,Vesper Community Academy,12.5%,
1446,79,Elementary SchoolK4–5,Wisconsin Rapids,317,Washington Elementary,8.2%,
1447,78,Middle School6–7,Wisconsin Rapids,705,Wisconsin Rapids Area Middle,5.5%,
1448,79,Elementary SchoolK4–8,Wittenberg-Birnamwood,398,Birnamwood Elementary,7.9%,
1449,80,Elementary SchoolK4–8,Wittenberg-Birnamwood,411,Wittenberg Elementary,11.9%,
1450,72,Elementary SchoolK4–5,Wonewoc-Union Center,159,Wonewoc-Center Elementary,11.0%,
1451,57,High School9–12,Wonewoc-Union Center,102,Wonewoc-Center High,9.8%,
1452,94,Elementary SchoolK4–4,Wrightstown Community,470,Wrightstown Elementary,5.5%,
1453,79,High School9–12,Wrightstown Community,493,Wrightstown High,3.5%,
1454,80,Elementary SchoolK4–8,Yorkville J2,471,Yorkville Elementary,5.1%,
